"blueWins","blueWardsPlaced","redWardsPlaced","blueWardsDestroyed","redWardsDestroyed","blueFirstBlood","blueTotalMinionsKilled","redTotalMinionsKilled","blueKills","redKills","blueEliteMonsters","redEliteMonsters","blueDragons","redDragons","blueHeralds","redHeralds","blueTotalGold","redTotalGold","blueTotalExperience","redTotalExperience","blueAvgLevel","redAvgLevel","",""
"1","18","16","2","3","1","208","200","8","2","1","1","0","1","1","0","18188","14925","18675","17235","7","6.8","",""
"0","15","20","3","3","0","238","243","3","6","0","1","0","1","0","0","14686","18283","17861","18723","6.8","7","",""
"0","13","50","1","3","0","227","230","0","4","0","1","0","1","0","0","14211","15936","17395","18564","7","7","",""
"0","18","12","1","3","1","220","234","4","2","0","2","0","1","0","1","15995","15495","19023","18959","7.2","7","",""
"0","9","79","2","5","0","225","233","3","12","0","0","0","0","0","0","14798","20331","17372","19853","6.8","7.6","",""
"1","17","13","3","3","1","197","205","5","1","1","0","1","0","0","0","15823","13795","17964","16799","7","6.8","",""
"0","16","17","5","4","1","232","221","2","6","0","2","0","1","0","1","14874","18005","16729","18497","6.8","7.2","",""
"1","14","53","2","1","1","216","208","11","6","1","0","1","0","0","0","19517","16213","18337","18422","7","7","",""
"1","18","25","2","6","1","191","237","8","6","0","0","0","0","0","0","16691","18112","16656","18020","6.8","7","",""
"0","41","14","2","3","0","191","227","5","7","0","1","0","1","0","0","15328","17308","16143","19480","6.4","7","",""
"1","14","16","2","3","0","234","223","7","4","1","0","1","0","0","0","17052","15404","19250","17369","7.2","6.6","",""
"1","17","19","9","6","1","177","219","9","6","0","0","0","0","0","0","16749","16510","17028","16743","6.6","6.6","",""
"1","45","17","3","2","1","182","153","13","7","1","1","0","1","1","0","18022","16379","17168","14706","6.8","6.2","",""
"1","54","15","5","2","1","198","243","5","1","0","1","0","1","0","0","15675","14681","17474","17559","6.8","7","",""
"1","18","17","3","2","1","209","220","12","12","1","1","1","0","0","1","19131","20156","18354","20214","7","7.6","",""
"0","21","14","1","0","0","220","236","2","6","1","1","1","0","0","1","14294","17114","17461","19687","6.6","7.4","",""
"0","17","15","2","2","0","216","238","3","12","0","1","0","1","0","0","14232","19849","16592","20627","6.6","7.6","",""
"0","12","16","2","3","0","229","237","4","8","0","2","0","1","0","1","15715","18448","17533","19637","6.8","7.4","",""
"0","13","45","19","2","1","221","189","5","8","0","1","0","1","0","0","16003","15998","18252","18067","7","6.8","",""
"0","9","14","2","0","0","233","214","4","8","0","1","0","1","0","0","15901","17234","18288","18004","6.8","7","",""
"1","17","16","6","3","0","238","225","8","2","1","0","1","0","0","0","16699","14981","18113","17040","7","6.8","",""
"0","16","15","1","4","1","222","255","6","7","1","1","1","0","0","1","16269","18401","17222","20109","7","7.4","",""
"1","13","14","2","0","1","221","165","16","5","1","1","1","0","0","1","21297","14858","19371","15009","7.2","6.2","",""
"0","17","14","1","6","0","199","244","3","7","2","0","1","0","1","0","14618","17182","16828","19297","6.6","7","",""
"0","32","15","2","3","0","228","258","4","10","1","1","1","0","0","1","15571","19052","17116","19035","6.8","7.4","",""
"0","19","17","3","5","1","250","216","9","7","0","1","0","1","0","0","19087","16737","19779","17798","7.2","7","",""
"0","20","43","3","5","1","193","217","3","11","0","1","0","1","0","0","14731","18535","16187","19065","6.6","7.4","",""
"1","20","16","3","3","1","241","226","8","2","1","0","1","0","0","0","17375","14571","18886","15962","7","6.6","",""
"1","17","16","3","1","1","245","252","7","4","0","1","0","0","0","1","17116","16165","18779","18880","7.2","7.2","",""
"1","15","15","3","1","0","248","197","7","7","2","0","1","0","1","0","19435","16604","19608","17753","7.4","6.8","",""
"1","15","35","8","3","1","190","245","7","14","0","1","0","1","0","0","16467","20731","16438","20565","6.6","7.4","",""
"1","18","39","5","4","1","259","183","8","7","0","1","0","1","0","0","17409","15403","18491","17874","6.8","7","",""
"0","44","95","6","7","1","244","237","5","3","2","0","1","0","1","0","17492","15784","19477","19058","7.4","7.2","",""
"0","16","76","4","4","0","232","232","6","11","0","1","0","1","0","0","16536","18554","16917","19318","6.8","7","",""
"1","13","16","3","1","1","232","233","3","2","1","0","1","0","0","0","15298","14915","17946","18705","7","7.2","",""
"0","18","26","4","5","1","193","270","5","12","0","1","0","1","0","0","15217","19416","16160","19736","6.4","7.2","",""
"1","14","14","3","4","0","241","252","3","6","0","1","0","1","0","0","15930","17170","19263","20056","7","7.2","",""
"1","17","17","0","1","1","214","243","6","6","1","1","1","0","0","1","16521","16431","17859","18928","6.8","7.2","",""
"1","15","41","0","1","1","207","183","9","11","0","1","0","1","0","0","18306","17569","17828","17778","6.8","7","",""
"1","15","21","5","1","0","242","192","6","7","1","1","0","1","1","0","17248","16255","19160","17401","7","6.8","",""
"1","15","47","4","2","1","215","205","7","5","0","0","0","0","0","0","17327","15046","18249","17957","7","7","",""
"1","18","28","2","2","1","208","231","9","9","0","1","0","0","0","1","17561","18339","17359","18717","6.8","7.2","",""
"0","39","42","3","16","0","196","231","3","7","0","1","0","1","0","0","13964","18142","16677","20048","6.6","7.4","",""
"0","16","21","0","2","0","141","216","4","13","0","1","0","1","0","0","13337","19429","14126","18946","6","7.2","",""
"0","17","19","5","4","1","197","228","8","6","1","1","1","0","0","1","17252","17274","18419","19220","7","7.2","",""
"1","14","15","2","0","0","203","246","8","11","0","0","0","0","0","0","17735","19156","18655","20202","7.4","7.4","",""
"1","14","15","1","1","0","261","202","10","4","0","1","0","1","0","0","19621","15530","20681","17851","7.6","6.8","",""
"1","18","14","2","2","1","224","183","8","2","1","0","1","0","0","0","17226","13303","18501","14888","7.2","6","",""
"1","45","13","4","5","1","198","228","14","5","0","0","0","0","0","0","19551","16655","18331","16330","7.2","6.6","",""
"0","12","13","1","4","0","229","204","5","10","1","1","1","0","0","1","16107","18641","17630","18649","6.8","7.2","",""
"0","17","16","3","3","1","175","143","10","10","1","0","1","0","0","0","17418","16644","14242","14430","6.2","6","",""
"0","17","36","2","1","1","187","204","13","8","0","2","0","1","0","1","18116","17278","18447","17533","6.8","7.2","",""
"0","37","15","2","2","0","158","214","7","5","2","0","1","0","1","0","16058","16741","16690","18788","6.6","7.4","",""
"0","145","17","2","3","0","232","214","3","7","1","0","1","0","0","0","15418","16958","17598","17911","7","6.8","",""
"1","14","14","2","2","0","251","234","4","3","1","1","1","0","0","1","15988","15365","18515","17875","7","7","",""
"0","10","16","2","1","0","211","198","1","8","0","0","0","0","0","0","14012","16459","15628","17104","6.4","6.6","",""
"1","19","14","0","1","0","175","233","5","14","1","1","1","0","0","1","15423","21747","16791","20676","6.8","7.6","",""
"1","23","22","5","4","0","233","221","5","8","1","1","0","1","1","0","16250","17214","17847","18049","6.8","6.8","",""
"1","93","14","2","5","0","226","216","16","8","0","0","0","0","0","0","21663","17838","19484","16737","7.4","6.4","",""
"0","15","13","1","2","1","223","228","8","9","1","1","1","0","0","1","17770","18149","18781","19443","7.2","7","",""
"0","15","18","7","3","0","216","215","7","10","1","1","0","1","1","0","17119","18096","18614","18343","6.8","7","",""
"1","13","12","2","2","1","223","182","7","5","1","0","1","0","0","0","17042","16038","18045","17486","7","6.8","",""
"0","10","13","1","2","0","237","167","11","8","0","1","0","1","0","0","19627","16867","20041","16400","7.4","6.6","",""
"1","17","17","4","2","0","227","206","5","5","2","0","1","0","1","0","16344","15176","19071","16779","7.2","6.8","",""
"1","18","13","1","2","1","262","211","4","1","1","0","1","0","0","0","17378","14332","18286","17844","7.2","6.8","",""
"1","15","27","0","3","1","232","201","7","6","0","1","0","1","0","0","17537","15785","18384","17554","7","6.8","",""
"0","17","17","3","3","0","226","232","3","5","0","1","0","1","0","0","15195","15908","17434","18087","7","7","",""
"0","16","15","3","3","1","199","202","5","9","0","1","0","1","0","0","14987","16900","15728","16961","6.6","6.6","",""
"0","18","139","4","5","0","187","243","6","8","0","1","0","1","0","0","15476","17879","17206","19993","6.8","7.4","",""
"0","48","53","3","15","0","243","226","2","2","1","1","0","1","1","0","15714","14893","19458","17339","7","6.8","",""
"1","11","12","1","2","1","229","210","9","7","1","1","0","1","1","0","18026","16221","18892","17951","7.2","7","",""
"0","17","20","0","3","1","216","183","8","10","0","1","0","1","0","0","17180","18429","17696","19214","6.8","7.4","",""
"1","18","41","6","4","1","221","216","4","4","1","0","1","0","0","0","15550","15594","18512","18439","7","7","",""
"1","12","37","2","1","0","247","170","1","4","1","0","0","0","1","0","15710","14559","18022","16152","6.8","6","",""
"0","12","54","3","2","1","198","204","4","9","0","1","0","1","0","0","14902","17070","17309","19453","6.8","7.2","",""
"1","14","17","4","2","1","227","247","3","2","1","0","1","0","0","0","16099","15751","18334","18996","7","7.2","",""
"1","18","62","2","3","1","212","194","3","3","0","1","0","1","0","0","15667","15023","17801","17374","7","7","",""
"0","17","17","2","0","0","232","231","2","10","0","1","0","1","0","0","15239","18688","18073","20068","7","7.6","",""
"1","12","14","3","1","1","225","172","12","7","0","1","0","1","0","0","19049","16149","20348","18040","7.6","6.8","",""
"1","19","21","4","3","0","206","245","10","12","1","1","1","0","0","1","17872","20568","18662","18592","7","7.2","",""
"1","16","17","0","1","1","241","142","16","2","2","0","1","0","1","0","20943","13096","19895","14129","7.4","6","",""
"0","14","38","7","2","0","213","229","1","6","0","2","0","1","0","1","13167","16567","15884","18999","6","7","",""
"0","17","53","4","5","0","218","188","2","5","1","1","1","0","0","1","14653","16040","16215","18017","6.6","6.8","",""
"1","19","19","1","4","0","244","222","6","6","0","2","0","1","0","1","16780","16527","18032","18561","6.8","7.2","",""
"0","18","46","8","6","0","191","201","4","5","1","0","1","0","0","0","15453","16292","17463","18086","6.8","6.8","",""
"1","35","19","4","2","1","200","215","9","6","2","0","1","0","1","0","18768","15823","19351","16374","7","6.6","",""
"0","16","17","5","2","1","224","221","4","6","0","1","0","1","0","0","15246","16592","16921","19201","6.6","7","",""
"0","13","11","1","1","0","251","203","6","3","1","0","1","0","0","0","16658","14707","18573","16933","7","6.6","",""
"0","16","18","3","3","1","196","214","5","7","1","0","1","0","0","0","15399","17563","16243","18797","6.4","7","",""
"1","81","16","2","2","0","179","209","7","6","0","0","0","0","0","0","15685","16502","16091","17059","6.6","6.6","",""
"1","21","16","3","0","1","234","179","6","2","1","0","1","0","0","0","17303","13660","18810","15115","7","6.2","",""
"1","20","20","4","1","1","242","203","10","3","1","0","0","0","1","0","17555","14489","19037","16740","7.2","6.8","",""
"1","15","20","6","3","1","246","203","11","9","0","1","0","1","0","0","19645","17404","18468","17249","7","6.6","",""
"0","16","12","1","5","0","208","212","5","5","0","1","0","1","0","0","15068","17001","16740","18399","6.6","7.2","",""
"1","16","15","1","2","0","208","219","5","1","0","1","0","1","0","0","16025","14139","19176","16523","7.4","6.6","",""
"1","185","27","2","3","0","184","210","10","12","0","0","0","0","0","0","17849","18136","18632","18377","7.2","6.8","",""
"1","17","21","6","3","1","201","219","10","8","1","0","1","0","0","0","17756","17901","18320","18348","7","7","",""
"1","15","15","2","2","1","220","196","10","2","0","2","0","1","0","1","19151","13910","19146","16017","7.4","6.4","",""
"0","44","18","5","2","1","225","211","8","2","2","0","1","0","1","0","17298","14323","18556","15929","7.2","6.4","",""
"0","13","13","1","5","1","252","215","7","6","0","2","0","1","0","1","17740","16321","18658","17622","7","6.8","",""
"0","14","15","3","1","0","206","232","4","6","1","0","1","0","0","0","14826","17112","17334","18260","6.8","6.8","",""
"0","17","14","4","2","1","257","224","5","3","1","0","1","0","0","0","16695","15144","19112","17631","7.2","6.8","",""
"0","15","20","4","4","1","206","251","3","8","0","1","0","1","0","0","15259","17997","17346","19105","6.6","7.2","",""
"1","20","17","3","3","0","182","237","7","8","1","0","0","0","1","0","16294","17612","17489","18116","6.8","6.8","",""
"1","17","16","2","4","0","267","230","9","4","1","1","0","1","1","0","19484","15946","20010","17106","7.2","6.6","",""
"0","26","12","2","4","0","203","223","3","10","0","2","0","1","0","1","14983","18200","17248","18849","7","7","",""
"1","16","15","3","1","1","219","165","14","7","1","0","1","0","0","0","20433","15597","19171","16458","7.4","6.4","",""
"1","24","17","4","3","1","186","247","10","7","2","0","1","0","1","0","18256","16767","18201","18393","7","7","",""
"1","13","14","5","4","1","258","197","10","4","0","1","0","1","0","0","18402","15091","20050","16884","7.4","6.6","",""
"1","19","25","6","6","1","236","210","8","6","2","0","1","0","1","0","17537","15529","19766","17052","7.2","6.8","",""
"1","12","27","3","4","0","229","208","4","7","1","1","0","1","1","0","16359","17471","17785","17826","6.8","6.8","",""
"1","17","21","3","3","1","197","204","10","6","2","0","1","0","1","0","19263","15423","19347","16182","7.4","6.4","",""
"0","12","85","1","0","0","217","215","3","12","0","1","0","0","0","1","15140","20598","16118","19731","6.8","7.4","",""
"1","52","17","4","6","1","206","229","5","2","1","1","0","1","1","0","15574","15068","16955","17097","6.8","6.6","",""
"0","16","15","2","4","1","200","221","9","9","0","0","0","0","0","0","17299","17123","18742","17953","7","7","",""
"1","20","16","4","2","0","223","202","9","5","0","2","0","1","0","1","18402","15820","19507","16775","7.4","6.8","",""
"1","59","18","2","4","0","258","244","6","5","0","1","0","1","0","0","16896","16437","18779","17453","7.2","7","",""
"0","19","15","3","4","1","218","203","13","4","0","1","0","1","0","0","19145","14198","19160","15949","7.2","6.2","",""
"1","18","10","1","1","1","237","183","8","2","1","1","1","0","0","1","18433","13674","19855","16576","7.2","6.6","",""
"0","15","18","1","2","0","206","218","7","8","0","2","0","1","0","1","15707","16675","16724","17753","6.8","6.8","",""
"1","11","12","4","0","0","231","216","15","7","1","1","0","1","1","0","20880","16586","21004","18444","7.4","7","",""
"1","13","12","4","3","1","223","232","8","9","1","0","1","0","0","0","17800","17895","19759","19565","7.2","7","",""
"0","95","17","4","1","1","244","201","9","6","1","0","1","0","0","0","19585","15804","19143","18110","7.2","7","",""
"1","14","26","4","4","0","210","226","2","6","0","0","0","0","0","0","14836","16540","17216","19003","6.8","7.4","",""
"1","21","16","2","6","0","213","219","8","9","0","1","0","1","0","0","17334","18063","16960","17152","6.8","6.8","",""
"1","22","14","3","3","0","247","214","2","5","0","0","0","0","0","0","14981","15255","17943","18135","7.2","6.8","",""
